words_en,ratings
Excuse me.,good
Fair-skinned people tend to be more susceptible to sunburn.,good
Falling in love with you was the easiest thing I’ve done in my life.,good
Fancying you is one of my favorite things to do.,good
First you have to prove that you're more than a little pretentious.,violent
"First, I need you to put on a condom.",good
"For a moment, I would like you to talk to me first",good
"For me, it's important to stay in motion.",excellent
"For my bachelorette party, I want a striptease from a gogo dancer.",good
For the last 25 years he has given one tenth of his salary to charity.,excellent
"For you, I would risk it all.",good
Forget about it,bad
Former Vice President Walter Mondale died at the age of 93.,good
"frankly, what are you good for?",very violent
"Frankly, you must think I'm someone else, or you don't know me.",violent
from now on I will take this into account,good
from the aggressiveness of your messages,bad
"From the second line, using the maxium (an not the minimum) of the function.",good
"From the top of your head to the tips of your toes, I adore everything and everywhere in between.",good
fuck,very violent
"Fuck of, son of bitch...",very violent
fuck you,very violent
Fuck you,very violent
"Fuck you all, you pecnos!",very violent
fucker,very violent
fucking bitch,very violent
Fucking lubberwort...,very violent
"Furthermore, there is evidence to suggest that NVC is effectively reducing conflicts in a professional context.",good
"Gentlemen,",good
George Bush is not the US president anymore.,good
Gert Danielsen and Havva Kök both note an overlap between the premises of NVC and those of Human Needs Theory.,good
Get a brain transplant,very violent
get involved,bad
Get out,violent
Get out and see the world around you,bad
Get out or I'll kill you,very violent
Get over yourself,bad
Get the fuck out,very violent
"Get the fuck out of here, we don't give a fuck about your life.",very violent
Get up,bad
get your ass over here now,very violent
Get your facts straight,good
Get your fingers out of your ass,bad
Get your fleabag out of here,violent
Give me a kiss.,good
Give me that.,bad
Give my best wishes to your daughter!,good
"Given how bad I am, it is normal that I am ashamed of myself.",violent
Glad you're not sick.,good
Go ahead and act as if you were upset by our impertinence!,bad
Go ahead and be jaded.,bad
"Go ahead and cry, it'll calm you down",violent
go ahead and hit me,violent
"Go ahead and take us for fools, it doesn't mean a thing.",violent
go away,violent
Go buy yourself a beschrel you illiterate...,very violent
Go do a psychiatric stint,very violent
Go eat your dead.,very violent
Go find the other sons of bitches,very violent
Go fuck your mother...,very violent
go fuck yourself,very violent
Go fuck yourself,very violent
Go get caught up in the Greeks,violent
go get your ass unstuck,very violent
"Go on, go cry in your mama's skirt",very violent
"Go on, go home, you fucking cop...",very violent
Go play on the highway and leave me alone once and for all...,very violent
Go see a psy,violent
Go see if I'm there,violent
Go take your pills,very violent
go to,violent
go to hell,very violent
Go to hell seriously,violent
God bless you.,good
Good afternoon.,good
Good afternoon.,good
Good bye.,good
Good day for you.,good
Good day.,good
"Good evening, darling.",good
"Good evening, Sir.",good
Good morning!,good
"Good morning, everyone.",good
"Good morning, guys!",good
Good morning.,good
Good morning.,good
Good morning.,good
Good night my love.,good
Good night.,good
Good night.,good
Good to see you.,good
"Gus, the family's cat, slowly crept up behind the kittens.",good
Gynecologist chairs are not my fantasy.,good
Half of what you say doesn't make sense,violent
Happy to see you.,good
Have a good day.,good
Have a great time.,good
Have a great weekend.,good
Have a nice day.,good
Have a nice day.,good
Have a nice weekend.,good
Have a wonderful break and looking forward to seeing you in the new year!,good
Have a wonderful holiday.,good
Have I mentioned how lucky I am to love you?,good
Have you ever applied for a green card?,good
Have you ever applied for an immigrant visa?,good
Have you ever been punched in the face?,very violent
Have you ever been to London?,good
Have you ever cheated on your partner?,good
Have you ever claimed to be a U.S. citizen?,good
Have you ever considered starting your own business?,good
Have you ever considered working online?,good
Have you ever danced with devil in the pale moonlight?,good
Have you ever danced with girls in a club?,good
Have you ever eaten sushi?,good
Have you ever experienced an earthquake?,good
Have you ever experienced cultural shock?,good
Have you ever experienced discrimination?,good
Have you ever fallen in love?,good
Have you ever gone abroad?,good
Have you ever had a dream?,good
Have you ever heard about ancient Tamil culture?,good
Have you ever imagined a world without hypothetical situations?,good
Have you ever just looked at someone and thought?,good
Have you ever just looked at someone?,good
Have you ever kept a pet?,good
Have you ever loved a woman?,good
Have you ever loved someone so much?,good
Have you ever met a celebrity?,good
Have you ever met a famous person?,good
Have you ever met a girl that you tried to date?,good
Have you ever met someone so beautiful?,good
Have you ever participated in an international meetup?,good
Have you ever played soccer?,good
Have you ever purchased something from Microsoft?,good
Have you ever questioned the nature of your reality?,good
Have you ever really loved a woman?,good
Have you ever seen a rainbow?,good
Have you ever tried to sleeping with a broken heart?,good
Have you ever tried to stimulate your prostate?,good
Have you ever used other names?,good
Have you ever visited a dating website?,good
Have you ever visited another country?,good
Have you ever visited Canada?,good
Have you ever volunteered for some kind of community service?,good
